"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000189149",14.5264795645801,1.4271496253466,0.187592361107488,8.83621567101746e-15,8.91669122357681e-14
"ENSG00000189229",16.3501653017291,4.15233945931651,0.511355244155944,1.59720356267367e-17,2.24581414650055e-16
"ENSG00000189238",15.6122070597893,1.83565326498763,0.249340499893569,2.56941762121025e-14,2.4885618219414e-13
"ENSG00000189295",1.3812452600571,1.55388093877675,0.579016748512294,0.00203319992575816,0.00404885966524091
"ENSG00000196668",30.1723882943838,1.30182179122693,0.180777177159321,2.04806745114949e-13,1.77285838740128e-12
"ENSG00000196696",109.361275260457,1.02764502061921,0.134327165261316,1.00329249553656e-14,1.00148476131036e-13
"ENSG00000196979",3.52202733929359,1.16189162465632,0.308651302760927,7.12787938697689e-05,0.000182764048495368
"ENSG00000197085",12.9884490785012,6.2448194186778,0.592927496371237,7.66383429985408e-38,8.49152840423832e-36
"ENSG00000197251",7.59973889799615,1.15561802714998,0.254812141324769,2.4377248310297e-06,8.00084046123538e-06
"ENSG00000197291",67.4735705893518,-1.414611438193,0.205105594835723,2.88516459327211e-12,2.17171356613145e-11
"ENSG00000197322",0.821909719172314,1.36755393083427,0.463843272165987,0.00461831768835128,0.00851351076585849
"ENSG00000197595",11.2008063066,3.55275269943181,0.452347195172763,3.07809653893268e-09,1.56159842726072e-08
"ENSG00000198788",64.3308029169823,5.70114036730136,0.453849876790918,6.63592513632612e-22,1.59147295477258e-20
"ENSG00000203635",18.9691805513123,2.43226990335403,0.295483428289301,1.27845169346281e-17,1.83964217708674e-16
"ENSG00000203645",16.470187634285,5.31432648450709,0.514090256227688,4.22696089778447e-25,1.49155180724369e-23
"ENSG00000203650",86.060229638982,2.79049618139033,0.245695881165976,3.0444731419776e-31,2.10829765081949e-29
"ENSG00000203688",9.82824594169112,1.54804280679292,0.295961394757801,2.75645162032666e-07,1.0466581203982e-06
"ENSG00000203721",47.0741862540983,3.04890882932884,0.232338537405669,1.35907696668495e-40,1.98139115669333e-38
"ENSG00000203930",78.4033703159846,1.70829511957666,0.224370743729898,4.76906334622099e-10,2.6904899122265e-09
"ENSG00000203999",138.340167553723,2.65195882856525,0.174114333756003,8.47050938681448e-54,2.76038952958542e-51
"ENSG00000204277",19.8406933134959,2.68554780127475,0.257346316047914,1.53715371255245e-26,6.21593545075956e-25
